User ID,ID,Transaction Value,Commission,Processing Cost,Promo Code Cost,Inter Gta Tion Cost,Destination ID,Departure Date,Arrival Date,Created Date
121105,1110064,7794,888.516,326.5686,,141.0714,591,2021-10-23,2021-10-08,2021-07-24
121105,1110066,5758,506.704,317.8416,50,109.9778,1057,2021-09-20,2021-08-26,2021-06-29
121105,1110069,6275,508.275,290.5325,,119.8525,1124,2021-10-23,2021-10-10,2021-09-24
121105,1110073,3696,432.432,178.8864,100,69.1152,1139,2021-06-06,2021-05-19,2021-03-21
121105,1110079,7724,787.848,328.27,100,142.894,1120,2021-08-15,2021-08-02,2021-06-11
121105,1110081,3481,341.138,178.2272,100,84.2402,619,2021-09-01,2021-08-25,2021-05-23
121105,1110086,6048,683.424,311.472,150,130.6368,712,2021-10-14,2021-10-01,2021-08-07
121105,1110089,5567,645.772,317.8757,,129.7111,246,2021-09-28,2021-09-27,2021-07-28
121105,1110095,3461,380.71,204.199,100,,948,2021-09-24,2021-09-13,2021-06-28
121105,1110097,4721,429.611,236.05,150,74.1197,145,2021-06-04,2021-05-15,2021-04-04
121105,1110102,3263,283.881,163.4763,,,891,2021-06-09,2021-05-24,2021-03-14
121105,1110106,4277,372.099,205.296,150,74.4198,68,2021-09-18,2021-09-03,2021-08-25
121108,1110107,2352,275.184,127.9488,,47.2752,1434,2019-06-16,2019-06-04,2019-04-14
121108,1110113,7754,767.646,310.9354,,126.3902,649,2019-09-05,2019-08-07,2019-06-23
121108,1110115,7854,918.918,344.0052,150,145.299,750,2019-07-11,2019-06-18,2019-06-03
121108,1110119,2731,232.135,146.1085,,63.9054,1399,2019-11-26,2019-10-28,2019-08-25
121108,1110125,7307,818.384,396.7701,100,182.675,108,2019-08-20,2019-07-28,2019-06-27
121108,1110127,5367,606.471,319.8732,50,115.3905,1194,2019-06-12,2019-05-13,2019-04-21
121108,1110129,5950,600.95,279.055,100,91.035,145,2019-06-28,2019-06-04,2019-05-08
121108,1110130,4131,330.48,244.1421,,82.2069,965,2019-09-01,2019-08-28,2019-07-17
121108,1110135,7395,687.735,369.75,100,,1262,2019-08-05,2019-07-30,2019-05-12
121108,1110139,7937,817.511,441.2972,50,,1321,2019-07-13,2019-06-29,2019-05-14
121108,1110143,3624,300.792,147.1344,150,80.4528,159,2019-09-09,2019-08-28,2019-06-13
121110,1110152,6630,788.97,354.705,150,125.97,173,2022-04-12,2022-03-27,2021-12-19
121110,1110147,2214,252.396,105.6078,50,,626,2021-11-25,2021-11-22,2021-11-05
121110,1110155,8422,934.842,501.109,100,165.0712,323,2022-06-22,2022-05-31,2022-03-17
121110,1110158,1795,181.295,91.904,50,29.079,330,2022-01-12,2021-12-23,2021-11-02
121110,1110159,7120,669.28,357.424,50,150.944,491,2022-04-09,2022-03-14,2021-12-09
121110,1110165,7999,959.88,478.3402,,146.3817,613,2021-12-11,2021-11-30,2021-11-25
121110,1110168,2544,305.28,110.4096,150,40.1952,610,2021-12-25,2021-11-27,2021-11-19
121110,1110170,6926,789.564,388.5486,50,149.6016,403,2022-01-02,2021-12-24,2021-10-16
121110,1110172,5594,654.498,262.918,,,63,2022-07-25,2022-06-28,2022-04-20
121110,1110173,4318,509.524,253.0348,50,,1008,2022-01-12,2021-12-17,2021-11-14
121110,1110175,5985,496.755,240.597,50,121.4955,874,2022-03-13,2022-02-23,2022-02-01
121110,1110177,6424,603.856,283.2984,50,144.54,534,2022-03-17,2022-03-02,2022-02-28
121110,1110179,8236,881.252,428.272,50,,706,2022-01-29,2022-01-23,2022-01-05
121113,1110188,7568,877.888,376.8864,,126.3856,628,2020-12-31,2020-12-20,2020-12-09
121113,1110190,3899,436.688,213.6652,,,681,2021-03-02,2021-02-26,2020-11-30
121113,1110195,6879,722.295,366.6507,50,125.8857,937,2020-08-15,2020-07-22,2020-06-03
121113,1110196,3220,296.24,147.154,150,,600,2020-11-10,2020-11-05,2020-09-09
121113,1110202,2568,243.96,152.796,150,44.94,555,2020-11-21,2020-11-01,2020-10-23
121113,1110204,7753,651.252,435.7186,100,135.6775,368,2021-02-20,2021-01-21,2020-10-22
121113,1110206,3642,389.694,157.6986,150,57.5436,413,2020-07-01,2020-06-29,2020-06-16
121113,1110183,6792,747.12,273.0384,100,155.5368,1451,2020-08-09,2020-07-21,2020-07-18
121113,1110211,7920,760.32,430.848,,,168,2020-08-08,2020-07-23,2020-06-27
121116,1110249,4070,488.4,168.905,,86.691,1006,2019-06-22,2019-06-13,2019-03-13
121116,1110216,6367,604.865,378.8365,100,112.6959,255,2019-05-18,2019-04-24,2019-02-03
121116,1110222,7238,731.038,399.5376,50,138.9696,723,2019-03-19,2019-02-27,2019-02-15
121116,1110227,6860,569.38,321.048,150,,446,2019-09-06,2019-08-17,2019-07-26
121116,1110233,5102,520.404,231.1206,,81.632,229,2019-04-16,2019-04-12,2019-03-25
121116,1110239,3793,451.367,210.5115,,71.3084,344,2019-07-09,2019-07-04,2019-05-01
121116,1110240,5846,467.68,264.8238,50,125.1044,1325,2019-08-20,2019-08-14,2019-06-10
121116,1110244,5105,464.555,264.439,,,212,2019-10-07,2019-09-09,2019-07-01
121116,1110255,8492,908.644,342.2276,100,147.7608,91,2019-06-18,2019-06-09,2019-05-02
121116,1110256,2594,300.904,123.9932,50,,690,2019-08-03,2019-07-15,2019-04-15
121116,1110261,6860,617.4,301.84,100,,597,2019-09-23,2019-09-05,2019-07-01
121116,1110264,1876,181.972,99.428,100,29.6408,1104,2019-10-13,2019-09-15,2019-06-08
121116,1110265,1943,157.383,78.1086,50,,1136,2019-06-24,2019-06-07,2019-05-29
121119,1110296,4922,497.122,254.9596,150,81.213,1350,2020-02-05,2020-01-14,2019-11-26
121119,1110266,8446,701.018,420.6108,50,188.3458,142,2019-12-23,2019-12-05,2019-09-11
121119,1110269,6724,652.228,353.01,100,108.9288,538,2020-02-07,2020-02-04,2019-12-08
121119,1110274,3535,395.92,191.597,,,1118,2019-09-07,2019-08-13,2019-08-03
121119,1110278,4725,505.575,283.0275,150,97.335,1065,2020-02-27,2020-02-06,2019-12-19
121119,1110281,6084,571.896,316.368,50,144.7992,649,2020-03-10,2020-02-15,2020-01-28
121119,1110302,5068,420.644,235.1552,,116.0572,940,2019-12-01,2019-11-22,2019-09-17
121119,1110283,7268,784.944,384.4772,100,,56,2020-03-02,2020-02-27,2019-12-29
121119,1110285,8422,715.87,378.99,,,1008,2019-11-28,2019-11-11,2019-10-23
121119,1110290,7884,827.82,440.7156,,,68,2019-11-24,2019-11-05,2019-09-18
121119,1110292,1996,225.548,80.2392,50,39.1216,1120,2020-03-01,2020-02-05,2019-12-30
121120,1110341,7003,777.333,393.5686,100,128.1549,342,2021-09-25,2021-09-23,2021-06-29
121120,1110303,6372,618.084,353.646,150,133.1748,1207,2021-10-02,2021-09-16,2021-07-18
121120,1110306,6967,759.403,351.8335,,163.0278,1171,2021-12-31,2021-12-20,2021-09-20
121120,1110312,6547,523.76,367.2867,50,142.7246,644,2022-01-25,2021-12-28,2021-11-02
121120,1110314,1605,184.575,87.4725,,35.1495,1146,2021-11-08,2021-10-20,2021-08-31
121120,1110320,2646,272.538,126.2142,,40.7484,813,2022-03-10,2022-02-09,2021-11-22
121120,1110326,5481,657.72,272.9538,150,103.5909,1177,2022-03-06,2022-03-02,2021-12-29
121120,1110330,4166,437.43,228.7134,150,98.7342,767,2021-12-23,2021-11-23,2021-08-29
121120,1110336,7404,629.34,420.5472,150,114.0216,948,2022-01-13,2021-12-29,2021-10-07
121122,1110387,8317,956.455,405.8696,100,153.0328,957,2020-02-10,2020-02-06,2020-02-01
121122,1110345,2950,354,125.375,100,53.395,887,2020-08-18,2020-08-02,2020-05-06
121122,1110350,7430,809.87,419.052,,166.432,819,2020-08-22,2020-08-04,2020-04-29
121122,1110354,4618,392.53,196.7268,,,368,2020-06-06,2020-05-30,2020-05-26
121122,1110359,4931,581.858,221.895,,74.4581,589,2020-04-20,2020-04-14,2020-03-09
121122,1110364,2892,338.364,159.06,100,,463,2020-07-20,2020-06-24,2020-03-31
121122,1110368,4874,506.896,290.9778,,100.4044,674,2020-07-22,2020-07-01,2020-04-11
121122,1110370,7620,746.76,404.622,50,156.972,325,2020-06-03,2020-05-17,2020-02-16
121122,1110373,2046,198.462,89.2056,100,46.8534,224,2020-02-14,2020-02-10,2019-12-08
121122,1110379,6911,580.524,389.0893,150,163.0996,743,2020-02-28,2020-02-13,2019-12-15
121122,1110380,2099,184.712,104.95,50,49.5364,282,2020-07-12,2020-06-16,2020-03-19
121122,1110382,7207,713.493,330.8013,50,,15,2020-06-10,2020-06-09,2020-06-04
121123,1110415,6309,624.591,275.0724,100,120.5019,1367,2021-05-31,2021-05-16,2021-04-24
121123,1110393,3527,402.078,209.8565,150,66.6603,145,2021-07-30,2021-07-04,2021-05-02
121123,1110399,2017,203.717,84.3106,100,49.4165,139,2021-08-07,2021-07-12,2021-04-14
121123,1110403,3120,302.64,125.112,150,61.152,295,2021-04-10,2021-03-18,2021-03-11
121123,1110406,3095,318.785,127.2045,,,653,2021-06-19,2021-06-10,2021-04-16
121123,1110410,7405,755.31,301.3835,50,,1407,2021-03-18,2021-02-16,2020-12-11
121123,1110421,2511,231.012,144.1314,50,42.1848,301,2021-04-21,2021-04-17,2021-03-10
121124,1110451,4672,560.64,213.9776,,101.3824,327,2021-12-13,2021-12-10,2021-09-29
121124,1110424,5015,401.2,294.3805,100,101.8045,1391,2021-09-08,2021-08-25,2021-05-28
121124,1110430,3549,404.586,200.5185,100,,212,2022-02-18,2022-01-24,2021-10-19
121124,1110434,6907,815.026,395.0804,100,,1234,2021-10-13,2021-09-13,2021-06-22
121124,1110439,2405,252.525,104.858,100,,917,2022-02-09,2022-01-15,2021-10-20
121124,1110440,1942,229.156,101.1782,100,,1447,2021-09-04,2021-08-21,2021-06-02
121124,1110445,7017,596.445,296.8191,50,123.4992,879,2021-11-03,2021-10-20,2021-07-26
121124,1110450,7397,843.258,308.4549,150,147.2003,208,2021-06-27,2021-06-20,2021-05-10
121124,1110452,3782,381.982,173.972,100,82.8258,1234,2021-12-29,2021-12-20,2021-10-13
121125,1110489,3993,379.335,164.9109,50,72.2733,1057,2020-04-06,2020-04-02,2020-01-17
121125,1110454,6597,692.685,292.2471,,98.955,1072,2020-07-08,2020-06-18,2020-04-27
121125,1110456,7680,622.08,334.848,100,171.264,613,2020-01-12,2019-12-18,2019-12-10
121125,1110459,2831,240.635,124.8471,50,42.465,992,2020-04-22,2020-04-17,2020-01-14
121125,1110463,6511,703.188,372.4292,,151.0552,704,2020-03-30,2020-03-06,2020-02-24
121125,1110465,5881,558.695,271.1141,,102.3294,433,2020-01-31,2020-01-20,2019-12-02
121125,1110471,2241,192.726,134.0118,,47.2851,313,2020-02-04,2020-01-28,2020-01-16
121125,1110475,6981,628.29,307.164,,143.8086,338,2020-05-22,2020-05-14,2020-03-03
121125,1110480,6282,716.148,331.0614,150,157.05,435,2020-02-22,2020-01-27,2019-12-22
121125,1110485,5943,564.585,297.7443,100,139.0662,389,2020-07-08,2020-06-19,2020-05-23
121125,1110490,3771,346.932,201.7485,50,90.504,1212,2020-07-10,2020-06-28,2020-05-21
121127,1110491,6805,598.84,294.6565,150,170.125,1126,2020-02-05,2020-01-18,2020-01-14
121127,1110492,3687,376.074,166.2837,50,80.7453,597,2020-04-21,2020-03-22,2020-02-20
121127,1110495,1606,184.69,93.148,,,347,2020-08-03,2020-07-15,2020-04-06
121127,1110499,6204,632.808,350.526,50,100.5048,408,2020-08-19,2020-08-10,2020-05-02
121127,1110504,2436,263.088,122.2872,100,,1050,2020-08-09,2020-07-21,2020-04-23
121127,1110506,5511,512.523,279.4077,100,123.9975,1156,2020-04-26,2020-03-29,2020-02-15
121127,1110511,5366,434.646,269.3732,150,,1134,2020-04-14,2020-04-07,2020-01-15
121127,1110513,2508,273.372,102.828,150,54.9252,920,2020-04-04,2020-03-23,2019-12-17
121130,1110551,5980,699.66,269.1,,101.66,400,2020-10-13,2020-09-23,2020-06-26
121130,1110518,2884,297.052,120.2628,100,53.6424,555,2020-10-01,2020-09-25,2020-08-23
121130,1110522,8328,849.456,473.0304,100,133.248,310,2020-08-15,2020-07-16,2020-04-12
121130,1110523,6419,616.224,314.531,100,,815,2020-09-03,2020-08-10,2020-07-06
121130,1110529,7709,925.08,316.069,50,169.598,735,2020-10-05,2020-09-12,2020-08-20
121130,1110534,5146,427.118,272.738,50,,433,2020-09-24,2020-09-05,2020-07-19
121130,1110535,6577,703.739,303.1997,,157.1903,989,2020-11-07,2020-10-27,2020-10-15
121130,1110540,5425,634.725,256.6025,150,133.9975,1158,2020-09-04,2020-08-17,2020-05-15
121130,1110542,3334,266.72,144.0288,,64.6796,527,2020-10-13,2020-09-30,2020-09-17
121130,1110543,7783,902.828,372.0274,100,156.4383,100,2020-07-04,2020-06-16,2020-04-24
121130,1110546,7069,565.52,366.1742,,131.4834,796,2020-10-20,2020-09-23,2020-07-22
121133,1110578,8000,944,473.6,50,148,473,2020-04-19,2020-03-25,2020-02-19
121133,1110554,5169,584.097,241.3923,50,,349,2020-04-20,2020-04-10,2020-02-19
121133,1110559,5402,588.818,264.1578,,97.236,507,2020-03-25,2020-03-13,2020-03-06
121133,1110561,7635,824.58,455.8095,,135.1395,615,2020-08-01,2020-07-26,2020-05-15
121133,1110563,7293,729.3,331.8315,50,112.3122,511,2020-02-05,2020-01-15,2019-11-13
121133,1110567,1875,202.5,111.75,,40.3125,929,2020-05-09,2020-04-12,2020-03-31
121133,1110569,4809,572.271,199.5735,100,,1008,2019-12-29,2019-12-10,2019-12-02
121133,1110571,3171,320.271,165.8433,,77.3724,1212,2020-06-16,2020-05-28,2020-03-22
121133,1110574,2179,217.9,94.3507,,32.9029,1259,2020-07-10,2020-06-26,2020-03-21
121133,1110579,8014,857.498,447.1812,50,,1050,2020-04-14,2020-04-02,2020-02-27
121135,1110621,3284,357.956,188.83,,,1244,2021-10-25,2021-10-05,2021-07-15
121135,1110581,7339,770.595,381.628,,,1006,2021-07-06,2021-06-30,2021-06-17
121135,1110583,5926,533.34,272.0034,150,94.816,1201,2021-11-05,2021-10-30,2021-09-19
121135,1110588,5087,478.178,298.0982,150,104.2835,1164,2021-06-08,2021-05-20,2021-05-01
121135,1110589,2366,243.698,125.8712,100,50.3958,48,2021-10-04,2021-09-28,2021-06-25
121135,1110594,1954,211.032,93.792,,34.195,1162,2021-12-04,2021-11-06,2021-09-01
121135,1110630,4195,364.965,229.047,150,70.8955,249,2021-10-01,2021-09-02,2021-08-31
121135,1110599,3409,334.082,200.1083,100,,681,2021-10-23,2021-10-11,2021-08-22
121135,1110603,2763,328.797,113.283,50,,1209,2021-08-19,2021-07-31,2021-05-26
121135,1110608,4708,423.72,234.4584,,,585,2021-06-04,2021-06-02,2021-05-20
121135,1110614,8273,827.3,421.0957,150,190.279,1164,2022-01-02,2021-12-05,2021-09-09
121135,1110616,2597,262.297,132.1873,50,64.4056,1164,2021-10-13,2021-10-11,2021-09-11
121135,1110626,2564,284.604,122.5592,150,49.998,227,2022-01-28,2022-01-05,2021-09-30
121138,1110642,3792,386.784,222.9696,100,83.0448,904,2019-09-25,2019-09-21,2019-07-29
121138,1110631,2798,290.992,158.9264,100,44.2084,937,2019-11-11,2019-10-16,2019-07-15
121138,1110632,6284,622.116,321.7408,50,,579,2019-08-08,2019-07-11,2019-05-03
121138,1110634,6731,774.065,402.5138,50,137.3124,1231,2019-04-09,2019-04-08,2019-04-06
121138,1110639,2561,256.1,121.1353,50,,1104,2019-12-06,2019-11-20,2019-08-16
121138,1110644,6126,649.356,351.6324,100,,379,2019-06-19,2019-05-27,2019-03-06
121138,1110650,4781,516.348,241.9186,100,73.1493,874,2019-09-15,2019-09-03,2019-06-07
121138,1110652,4992,509.184,280.0512,50,96.8448,525,2019-08-04,2019-07-20,2019-07-19
121139,1110674,2947,344.799,163.5585,100,,1139,2021-02-05,2021-01-14,2020-11-08
121139,1110654,4934,562.476,206.7346,,116.4424,473,2020-12-22,2020-12-16,2020-11-18
121139,1110657,3230,268.09,166.668,,49.742,968,2021-02-22,2021-02-13,2021-01-19
121139,1110659,8059,862.313,408.5913,50,152.3151,349,2021-02-11,2021-02-07,2020-12-26
121139,1110662,7811,937.32,325.7187,150,132.0059,985,2021-02-23,2021-02-07,2020-11-28
121139,1110666,7920,894.96,474.408,,151.272,971,2021-02-26,2021-02-05,2021-01-23
121139,1110672,3249,389.88,164.0745,,,904,2021-02-25,2021-02-24,2021-01-03
121142,1110693,3598,392.182,153.9944,150,,435,2019-09-30,2019-09-10,2019-06-06
121142,1110676,3859,374.323,226.1374,,60.5863,1006,2019-05-06,2019-05-03,2019-03-06
121142,1110677,7740,866.88,365.328,100,,1251,2019-09-02,2019-08-27,2019-07-14
121142,1110683,3514,351.4,202.4064,,,825,2019-06-16,2019-06-09,2019-06-06
121142,1110688,6036,603.6,360.9528,100,144.864,1054,2019-09-18,2019-08-20,2019-06-14
121142,1110691,2576,288.512,136.7856,150,,117,2019-07-06,2019-06-26,2019-05-21
121142,1110697,7613,814.591,315.9395,50,171.2925,100,2019-03-25,2019-03-07,2019-02-27
121144,1110719,3812,407.884,156.292,,,246,2021-10-11,2021-10-10,2021-07-26
121144,1110702,4135,396.96,242.311,100,,687,2021-09-12,2021-08-17,2021-06-03
121144,1110703,7031,674.976,336.0818,,,1146,2021-10-06,2021-09-13,2021-06-09
121144,1110706,4593,367.44,235.6209,150,72.1101,587,2021-05-18,2021-05-09,2021-04-09
121144,1110710,8059,676.956,391.6674,,,876,2021-12-06,2021-11-07,2021-09-22
121144,1110715,5910,673.74,275.997,150,,531,2021-10-28,2021-10-10,2021-08-14
121144,1110717,5131,446.397,241.157,100,90.8187,344,2021-12-13,2021-11-25,2021-10-01
121144,1110721,7254,863.226,374.3064,100,116.7894,1065,2021-10-10,2021-10-07,2021-07-02
121145,1110764,8134,951.678,435.169,50,,451,2019-07-28,2019-07-27,2019-05-19
121145,1110722,5259,515.382,224.0334,150,115.698,43,2019-03-08,2019-03-06,2019-01-21
121145,1110728,5781,641.691,241.6458,100,86.715,957,2019-08-08,2019-08-01,2019-05-21
121145,1110730,4900,392,278.81,50,92.12,1006,2019-03-28,2019-03-07,2019-02-04
121145,1110736,2700,307.8,116.37,,,214,2019-06-05,2019-05-28,2019-03-11
121145,1110737,3861,320.463,211.9689,150,61.776,438,2019-08-29,2019-08-20,2019-07-08
121145,1110740,7768,800.104,412.4808,150,191.0928,1154,2019-04-29,2019-04-17,2019-01-29
121145,1110746,7388,864.396,377.5268,150,144.8048,651,2019-07-05,2019-06-09,2019-04-05
121145,1110751,5068,587.888,239.7164,100,119.6048,1231,2019-03-26,2019-03-22,2019-03-18
121145,1110755,7528,775.384,369.6248,,,392,2019-08-15,2019-07-18,2019-06-27
121145,1110759,3014,325.512,143.7678,100,,1234,2019-04-09,2019-03-28,2019-02-07
121145,1110771,7445,811.505,363.316,50,,678,2019-08-06,2019-07-10,2019-04-24
121145,1110765,3843,315.126,230.58,100,,97,2019-05-30,2019-05-27,2019-04-05
121147,1110772,3455,324.77,142.346,150,,1318,2021-11-04,2021-10-06,2021-10-05
121147,1110777,1965,182.745,103.752,100,,276,2022-02-03,2022-02-01,2021-12-02
121147,1110779,3521,397.873,183.092,150,,896,2021-12-11,2021-12-08,2021-09-30
121147,1110783,5333,495.969,279.4492,100,116.7927,290,2022-02-25,2022-02-18,2022-01-09
121147,1110785,5580,446.4,280.674,150,131.688,1139,2022-01-09,2021-12-30,2021-10-03
121147,1110791,5645,451.6,227.4935,150,141.125,635,2022-04-07,2022-04-01,2022-01-11
121147,1110792,2705,319.19,126.3235,150,43.0095,1255,2022-01-24,2022-01-05,2021-12-30
121149,1110826,3540,290.28,160.716,,72.216,459,2021-02-14,2021-02-06,2020-11-17
121149,1110830,6361,547.046,372.1185,,118.3146,1136,2021-05-06,2021-04-09,2021-03-10
121149,1110796,6194,619.4,301.0284,50,133.171,121,2021-02-26,2021-02-04,2021-01-11
121149,1110797,4321,470.989,227.7167,50,,929,2020-12-25,2020-12-13,2020-10-06
121149,1110801,4241,458.028,228.1658,100,81.0031,157,2020-12-19,2020-12-03,2020-10-19
121149,1110803,6918,684.882,392.2506,50,,276,2021-04-17,2021-03-29,2020-12-28
121149,1110806,7239,731.139,310.5531,150,,765,2021-07-14,2021-06-23,2021-04-02
121149,1110808,2513,223.657,127.4091,50,56.7938,511,2021-06-01,2021-05-05,2021-03-04
121149,1110809,7986,814.572,344.9952,,,396,2021-02-06,2021-01-25,2020-11-01
121149,1110815,1505,126.42,89.397,150,36.421,765,2021-02-03,2021-01-23,2021-01-22
121149,1110817,2027,237.159,105.404,100,42.1616,1429,2021-04-17,2021-04-03,2021-01-22
121149,1110823,2836,280.764,148.6064,,,555,2021-04-28,2021-04-14,2021-02-18
121151,1110855,3223,341.638,156.6378,100,,507,2021-03-10,2021-02-12,2020-12-12
121151,1110864,8329,749.61,399.792,100,160.7497,848,2021-05-17,2021-04-18,2021-03-04
121151,1110833,3259,371.526,147.3068,50,78.216,438,2021-03-17,2021-02-27,2021-02-21
121151,1110839,7086,821.976,403.1934,150,165.8124,610,2021-04-17,2021-04-07,2021-01-14
121151,1110844,3932,463.976,226.8764,100,,270,2021-02-10,2021-02-03,2020-12-04
121151,1110848,1829,213.993,76.4522,,44.8105,929,2021-08-02,2021-07-19,2021-04-11
121151,1110849,4729,558.022,209.0218,50,,427,2021-03-04,2021-02-27,2020-12-09
121151,1110854,5550,538.35,324.675,,,1171,2021-06-03,2021-05-24,2021-03-19
121151,1110861,6112,721.216,247.536,50,140.576,917,2021-05-24,2021-04-25,2021-02-04
121155,1110886,4241,500.438,171.3364,150,83.1236,1143,2020-06-09,2020-06-04,2020-04-14
121155,1110889,2754,247.86,123.93,100,,642,2020-02-19,2020-02-02,2019-12-17
121155,1110866,8189,769.766,397.9854,100,122.835,453,2020-04-04,2020-03-06,2020-02-03
121155,1110868,4352,435.2,250.6752,50,106.1888,342,2020-07-03,2020-06-21,2020-04-11
121155,1110870,8274,835.674,352.4724,,,879,2020-05-04,2020-04-23,2020-04-11
121155,1110872,2249,245.141,115.8235,150,,534,2020-03-21,2020-03-01,2020-01-24
121155,1110897,6674,660.726,368.4048,100,141.4888,657,2019-12-30,2019-12-24,2019-12-16
121155,1110894,3137,276.056,164.6925,100,,567,2020-04-11,2020-03-27,2020-01-29
121155,1110875,5227,606.332,237.3058,100,84.6774,10,2020-06-11,2020-05-18,2020-04-13
121155,1110877,5431,499.652,283.4982,50,85.2667,1273,2020-01-18,2019-12-26,2019-11-29
121155,1110882,5813,552.235,347.0361,50,112.1909,550,2020-04-17,2020-03-19,2019-12-26
121155,1110888,2603,236.873,147.3298,150,42.9495,88,2019-12-12,2019-12-07,2019-12-06
121157,1110911,7355,728.145,311.1165,,119.151,626,2020-11-26,2020-11-06,2020-10-05
121157,1110898,7727,649.068,446.6206,150,176.1756,668,2020-09-11,2020-08-22,2020-08-14
121157,1110900,5349,518.853,263.7057,,90.933,943,2020-10-17,2020-10-04,2020-08-04
121157,1110903,5582,647.512,301.428,50,,565,2021-04-29,2021-03-31,2020-12-27
121157,1110904,2178,239.58,97.7922,50,,320,2021-03-20,2021-03-07,2020-12-24
121157,1110906,5076,548.208,299.484,100,121.824,731,2020-10-23,2020-10-20,2020-08-04
121157,1110915,3427,298.149,151.8161,,78.821,926,2020-12-16,2020-12-15,2020-12-04
121157,1110921,1567,164.535,71.1418,,,1325,2020-12-23,2020-12-09,2020-09-19
121157,1110926,2252,254.476,103.3668,50,48.1928,491,2021-03-26,2021-02-25,2021-01-09
121157,1110928,5244,582.084,244.8948,100,125.3316,870,2020-12-11,2020-11-18,2020-10-01
121157,1110930,5611,622.821,288.9665,100,84.7261,142,2020-11-06,2020-10-29,2020-10-23
121157,1110936,7135,799.12,360.3175,50,,403,2021-02-12,2021-02-05,2020-11-01
121157,1110939,2122,244.03,96.9754,100,,133,2020-11-23,2020-11-20,2020-08-15
121158,1110956,3903,335.658,225.5934,50,64.0092,95,2021-03-09,2021-02-11,2020-11-23
121158,1110959,1733,204.494,80.5845,100,35.1799,310,2020-08-24,2020-08-23,2020-08-04
121158,1110962,3169,316.9,178.7316,,60.211,840,2020-09-12,2020-08-25,2020-07-16
121158,1110968,1614,158.172,66.3354,,37.6062,286,2020-07-25,2020-07-20,2020-07-09
121158,1110974,8075,799.425,349.6475,50,130.0075,263,2020-11-06,2020-10-09,2020-07-04
121158,1110945,8016,681.36,436.0704,100,177.9552,242,2020-10-16,2020-10-03,2020-08-05
121158,1110950,1568,155.232,65.3856,150,,313,2020-12-26,2020-12-22,2020-11-29
121159,1110998,1801,162.09,88.7893,,28.6359,1177,2020-10-17,2020-09-18,2020-07-19
121159,1111001,5156,510.444,266.0496,150,110.3384,1348,2020-06-03,2020-05-27,2020-04-20
121159,1111003,5617,651.572,290.9606,50,93.2422,196,2020-07-30,2020-07-08,2020-04-09
121159,1111013,2994,266.466,145.209,,,145,2020-10-02,2020-10-01,2020-06-29
121159,1111008,2056,242.608,90.6696,50,39.6808,1451,2021-01-02,2021-01-01,2020-09-26
121159,1111018,1827,199.143,106.5141,50,,806,2020-08-31,2020-08-02,2020-06-11
121159,1110976,2199,200.109,90.159,50,,1231,2020-10-25,2020-10-17,2020-08-12
121159,1110982,8433,944.496,371.8953,100,134.0847,103,2020-07-01,2020-06-03,2020-04-25
121159,1110986,2970,240.57,167.508,100,62.667,1334,2020-05-04,2020-05-02,2020-04-20
121159,1110988,5332,474.548,239.4068,100,80.5132,1171,2020-09-17,2020-09-02,2020-08-02
121159,1110993,3271,366.352,161.5874,,78.504,1332,2020-09-29,2020-09-06,2020-08-12
121161,1111037,4235,440.44,183.799,,96.9815,759,2021-08-02,2021-07-03,2021-04-27
