order_id,order_created_date,transaction_value,commission,processing_cost,promocode_cost,integration_cost,user_id,user_created_date,user_region_code
1121178,2021-04-08,5902,708.24,312.806,150,,121742,2020-10-26,fr
1121176,2021-04-05,2289,256.368,115.5945,50,,121742,2020-10-26,fr
1121157,2021-04-04,6451,548.335,370.9325,100,127.0847,121742,2020-10-26,fr
1121224,2021-04-12,6575,526,337.955,50,,121747,2021-03-16,en
1121411,2021-04-23,6687,755.631,386.5086,100,,121757,2020-10-18,de
1121404,2021-04-02,7703,724.082,366.6628,50,,121757,2020-10-18,de
1121400,2021-04-12,7018,617.584,393.7098,100,,121757,2020-10-18,de
1121546,2021-04-02,3558,345.126,204.2292,150,78.276,121764,2020-12-24,fr
1121544,2021-04-04,2286,224.028,129.159,150,52.578,121764,2020-12-24,fr
1121542,2021-04-08,4929,512.616,242.9997,150,75.9066,121764,2020-12-24,fr
1121535,2021-04-30,5140,462.6,285.27,150,127.472,121764,2020-12-24,fr
1121865,2021-04-18,8371,987.778,339.8626,100,133.0989,121780,2020-10-26,se
1122015,2021-04-19,6490,739.86,375.122,,,121790,2020-10-11,ru
1122011,2021-04-14,6513,762.021,367.3332,150,,121790,2020-10-11,ru
1122054,2021-04-19,6187,711.505,345.8533,150,,121793,2021-01-04,de
1122031,2021-04-17,4903,490.3,214.2611,150,95.6085,121793,2021-01-04,de
1122026,2021-04-26,7963,676.855,344.0016,50,,121793,2021-01-04,de
1122179,2021-04-16,5746,499.902,322.3506,,87.9138,121799,2020-12-16,en
1122173,2021-04-03,4246,356.664,195.316,100,,121799,2020-12-16,en
1122449,2021-04-15,7677,806.085,384.6177,,,121815,2020-12-15,ua
1122530,2021-04-19,5967,680.238,293.5764,,142.6113,121818,2021-02-20,de
1122520,2021-04-27,7980,893.76,410.172,,128.478,121818,2021-02-20,de
1122519,2021-04-11,5518,441.44,307.3526,,124.7068,121818,2021-02-20,de
1122576,2021-04-17,3451,393.414,180.4873,,,121822,2021-01-11,no
1122571,2021-04-22,5495,593.46,261.562,,115.9445,121822,2021-01-11,no
1122611,2021-04-27,4851,446.292,274.5666,100,,121825,2020-11-02,en
1122690,2021-04-30,5461,524.256,274.6883,50,81.915,121831,2021-02-16,en
1122798,2021-04-30,1517,142.598,86.1656,100,,121837,2021-03-04,en
1123096,2021-04-04,4070,407,166.056,,,121856,2020-12-12,en
1123077,2021-04-28,6741,593.208,293.9076,,114.597,121856,2020-12-12,en
1123063,2021-04-12,3095,368.305,153.8215,50,,121856,2020-12-12,en
1123699,2021-04-30,2549,267.645,109.607,100,43.8428,121893,2021-04-15,en
1123792,2021-04-16,7451,827.061,309.2165,50,156.471,121899,2021-02-08,en
1123889,2021-04-23,4034,379.196,203.3136,150,,121905,2020-12-22,en
1123855,2021-04-28,7581,674.709,413.1645,150,137.2161,121905,2020-12-22,en
1123850,2021-04-10,3854,369.984,159.5556,100,90.569,121905,2020-12-22,en
1124030,2021-04-18,5896,548.328,326.6384,50,,121912,2020-10-19,en
1124016,2021-04-18,8271,703.035,482.1993,50,167.0742,121912,2020-10-19,en
1123997,2021-04-09,5214,531.828,300.8478,150,129.8286,121912,2020-10-19,en
1124043,2021-04-16,3419,355.576,169.2405,100,59.1487,121913,2020-10-02,no
1124036,2021-04-13,6169,727.942,306.5993,50,146.2053,121913,2020-10-02,no
1124464,2021-04-04,6932,589.22,364.6232,50,117.844,121937,2020-10-07,se
1124449,2021-04-08,4529,502.719,249.095,150,107.3373,121937,2020-10-07,se
1124595,2021-04-07,4830,483,289.8,50,100.464,121942,2020-10-16,fr
1124583,2021-04-30,6176,599.072,329.7984,150,142.6656,121942,2020-10-16,fr
1124569,2021-04-09,7301,649.789,311.7527,,,121942,2020-10-16,fr
1124616,2021-04-17,7015,792.695,334.6155,50,145.2105,121944,2021-03-28,fr
1124602,2021-04-03,7708,793.924,440.1268,50,163.4096,121944,2021-03-28,fr
1124641,2021-04-29,5283,528.3,299.5461,150,125.7354,121946,2020-10-20,en
1124716,2021-04-08,5517,518.598,221.2317,,103.7196,121952,2020-11-21,ua
1124714,2021-04-23,7164,687.744,361.782,,156.1752,121952,2020-11-21,ua
1124713,2021-04-26,7380,841.32,383.022,100,,121952,2020-11-21,ua
1124740,2021-04-30,5217,599.955,244.1556,50,100.6881,121954,2021-04-15,ru
1126125,2021-04-15,3649,321.112,214.9261,50,82.8323,122025,2020-10-21,en
1127005,2021-04-20,5998,677.774,358.0806,100,,122077,2021-03-20,no
1127034,2021-04-06,7752,682.176,451.1664,100,136.4352,122079,2021-03-21,it
1127583,2021-04-19,5895,577.71,295.929,150,114.9525,122111,2021-03-02,en
1127713,2021-04-23,3066,291.27,159.432,50,65.6124,122120,2020-11-25,en
1127708,2021-04-13,6384,606.48,332.6064,150,,122120,2020-11-25,en
1127882,2021-04-07,3541,343.477,179.8828,50,,122133,2020-10-04,en
1127869,2021-04-20,7621,624.922,307.1263,150,,122133,2020-10-04,en
1127862,2021-04-18,3014,343.596,149.4944,100,49.4296,122133,2020-10-04,en
1127858,2021-04-09,7594,653.084,305.2788,150,184.5342,122133,2020-10-04,en
1127947,2021-04-14,7694,777.094,404.7044,50,157.727,122138,2020-11-18,en
1127941,2021-04-28,2550,295.8,125.46,150,53.295,122138,2020-11-18,en
1128262,2021-04-24,4377,350.16,187.3356,100,104.6103,122158,2021-02-22,en
1128259,2021-04-27,7051,839.069,313.0644,50,,122158,2021-02-22,en
1128249,2021-04-07,6209,620.9,281.2677,150,,122158,2021-02-22,en
1128411,2021-04-11,7984,734.528,434.3296,150,178.8416,122165,2020-10-06,en
1128400,2021-04-03,4585,536.445,260.428,50,,122165,2020-10-06,en
1128585,2021-04-21,3357,278.631,178.2567,,79.2252,122175,2020-11-22,se
1128578,2021-04-29,1590,184.44,69.96,,28.62,122175,2020-11-22,se
1129044,2021-04-04,8490,747.12,454.215,,134.991,122203,2021-02-17,en
1129042,2021-04-06,4274,427.4,238.4892,,,122203,2021-02-17,en
1129040,2021-04-09,5695,609.365,269.3735,50,114.4695,122203,2021-02-17,en
1129151,2021-04-08,4598,537.966,191.7366,50,74.0278,122212,2020-09-23,se
1129229,2021-04-26,6486,629.142,262.683,150,,122218,2020-11-06,es
1129605,2021-04-27,4984,453.544,252.6888,50,100.6768,122244,2021-03-18,ua
1129597,2021-04-29,7878,811.434,393.1122,,,122244,2021-03-18,ua
1129584,2021-04-30,7337,851.092,390.3284,,125.4627,122244,2021-03-18,ua
1129581,2021-04-11,2127,172.287,101.2452,100,,122244,2021-03-18,ua
1129703,2021-04-30,2988,274.896,146.1132,,,122252,2021-03-28,ru
1129985,2021-04-25,2882,331.43,119.8912,50,67.4388,122269,2020-12-05,it
1130187,2021-04-05,3389,301.621,155.2162,150,54.9018,122277,2021-01-13,de
1130406,2021-04-26,3506,308.528,202.2962,100,,122289,2021-02-14,no
1130405,2021-04-28,1696,179.776,90.3968,150,35.1072,122289,2021-02-14,no
1130749,2021-04-22,6739,687.378,314.0374,100,159.0404,122303,2021-04-18,fr
1131879,2021-04-13,6954,688.446,386.6424,50,,122364,2021-03-05,ua
1131973,2021-04-06,1696,176.384,99.5552,150,,122367,2020-12-13,de
1131991,2021-04-04,6015,673.68,318.795,100,,122370,2021-04-01,en
1131990,2021-04-16,3347,297.883,146.9333,150,56.899,122370,2021-04-01,en
1132220,2021-04-06,3393,403.767,162.864,,,122384,2021-01-16,no
1132234,2021-04-15,6938,742.366,413.5048,50,,122386,2020-11-26,en
1132294,2021-04-26,4269,341.52,206.6196,,90.0759,122392,2021-03-19,en
1132463,2021-04-30,7105,575.505,395.7485,50,172.6515,122401,2021-01-12,se
1132457,2021-04-06,7023,646.116,309.012,50,,122401,2021-01-12,se
1132428,2021-04-14,7492,771.676,394.0792,100,164.824,122401,2021-01-12,se
1132817,2021-04-08,3926,416.156,173.9218,,96.9722,122419,2021-01-22,it
1133011,2021-04-01,4175,346.525,179.9425,100,72.2275,122429,2021-03-25,it
1133066,2021-04-20,1894,198.87,75.9494,50,,122434,2021-03-20,it
1133155,2021-04-07,5300,540.6,220.48,,,122439,2020-09-25,es
1133197,2021-04-19,6869,700.638,322.1561,,171.725,122441,2020-10-15,de
1133181,2021-04-03,5094,494.118,271.5102,150,,122441,2020-10-15,de
1133769,2021-04-04,1623,155.808,73.8465,100,40.575,122484,2021-03-20,de
1134356,2021-04-05,4710,541.65,214.776,50,79.128,122521,2021-01-14,it
1134355,2021-04-03,1573,182.468,85.7285,150,26.8983,122521,2021-01-14,it
1134748,2021-04-05,6634,670.034,349.6118,150,159.216,122547,2021-03-25,fr
1134715,2021-04-29,7005,651.465,341.1435,,114.1815,122547,2021-03-25,fr
1135025,2021-04-23,2775,255.3,153.18,,66.6,122565,2021-03-16,es
1135222,2021-04-05,5437,434.96,232.1599,,125.5947,122573,2021-01-04,en
1135216,2021-04-16,2849,250.712,156.1252,100,,122573,2021-01-04,en
1135201,2021-04-29,3342,304.122,190.8282,50,,122573,2021-01-04,en
1135300,2021-04-28,8429,935.619,363.2899,100,134.864,122575,2020-10-23,de
1135275,2021-04-04,1929,216.048,92.9778,50,44.367,122575,2020-10-23,de
1135267,2021-04-02,3833,406.298,167.5021,,69.3773,122575,2020-10-23,de
1135304,2021-04-11,7977,829.608,461.8683,100,157.1469,122576,2020-10-18,en
1135392,2021-04-22,3887,369.265,210.6754,,,122581,2020-10-13,en
1135385,2021-04-10,7625,610,355.325,150,118.95,122581,2020-10-13,en
1135375,2021-04-16,8438,700.354,491.0916,150,141.7584,122581,2020-10-13,en
1135616,2021-04-21,7413,800.604,398.8194,150,143.8122,122602,2021-01-20,fr
1137049,2021-04-21,4697,540.155,238.6076,100,116.9553,122684,2020-11-29,es
1137239,2021-04-10,4447,373.548,217.4583,,,122696,2021-02-04,se
1137488,2021-04-17,2345,227.465,103.18,50,48.307,122707,2021-03-10,en
1137483,2021-04-12,3869,321.127,197.7059,,83.5704,122707,2021-03-10,en
1138091,2021-04-15,4828,444.176,224.9848,,96.56,122741,2021-04-06,se
1138304,2021-04-17,7427,712.992,421.8536,150,,122748,2020-11-20,no
1138302,2021-04-28,3966,321.246,192.351,100,66.6288,122748,2020-11-20,no
1139014,2021-04-15,6758,743.38,333.8452,,108.8038,122794,2021-01-19,en
1138999,2021-04-13,8141,732.69,479.5049,50,,122794,2021-01-19,en
1138991,2021-04-11,6787,597.256,361.0684,50,160.1732,122794,2021-01-19,en
1139139,2021-04-27,7661,865.693,388.4127,150,,122808,2021-01-13,es
1139493,2021-04-08,7624,823.392,433.8056,50,,122829,2021-02-21,en
1139478,2021-04-18,3850,369.6,189.42,150,,122829,2021-02-21,en
1139459,2021-04-07,4782,396.906,276.3996,150,,122829,2021-02-21,en
1139935,2021-04-26,2883,250.821,149.0511,50,,122854,2021-01-16,no
1140004,2021-04-21,6028,723.36,280.302,50,,122857,2021-03-10,en
1139986,2021-04-28,8281,679.042,412.3938,,154.8547,122857,2021-03-10,en
1140077,2021-04-04,4349,352.269,177.0043,100,66.9746,122861,2021-01-23,de
1140517,2021-04-29,5780,635.8,289.578,150,,122882,2021-03-20,no
1140486,2021-04-28,1834,210.91,96.1016,,42.7322,122882,2021-03-20,no
1140560,2021-04-02,3738,414.918,175.686,50,,122885,2021-01-03,en
1140555,2021-04-25,8047,965.64,445.8038,150,144.0413,122885,2021-01-03,en
1140910,2021-04-27,7988,742.884,371.442,150,146.1804,122906,2020-10-14,it
1141507,2021-04-18,1930,214.23,102.676,150,39.372,122939,2021-03-14,en
1141500,2021-04-26,2782,269.854,130.754,,,122939,2021-03-14,en
1141663,2021-04-16,7208,720.8,314.2688,100,160.0176,122947,2021-02-09,en
1141656,2021-04-28,2670,301.71,153.525,150,45.657,122947,2021-02-09,en
1141650,2021-04-11,6113,696.882,301.3709,,127.1504,122947,2021-02-09,en
1141797,2021-04-18,3374,374.514,169.3748,50,62.7564,122950,2020-10-04,en
1141785,2021-04-13,6657,559.188,357.4809,,110.5062,122950,2020-10-04,en
1141921,2021-04-26,2325,258.075,128.1075,50,45.3375,122957,2021-01-19,se
1142289,2021-04-21,2050,205,117.055,150,36.9,122974,2021-02-02,en
1142941,2021-04-29,7200,583.2,326.16,50,174.96,123008,2021-04-12,de
1142935,2021-04-29,4035,472.095,194.8905,50,,123008,2021-04-12,de
1143036,2021-04-20,3855,354.66,154.2,,,123017,2020-12-19,ru
1143088,2021-04-01,4654,484.016,274.1206,,94.9416,123019,2021-03-30,ua
1143080,2021-04-24,6439,585.949,384.4083,150,146.8092,123019,2021-03-30,ua
1143363,2021-04-10,5759,547.105,266.6417,50,117.4836,123040,2021-01-14,en
1143345,2021-04-12,4017,389.649,206.0721,100,68.6907,123040,2021-01-14,en
1144025,2021-04-27,2597,241.521,104.3994,100,,123075,2020-11-19,en
1144202,2021-04-19,7341,851.556,377.3274,,,123082,2020-11-03,en
1144197,2021-04-16,2549,282.939,104.509,150,61.9407,123082,2020-11-03,en
1144181,2021-04-25,6290,578.68,265.438,100,135.864,123082,2020-11-03,en
1144174,2021-04-22,7202,604.968,342.095,,174.2884,123082,2020-11-03,en
1144295,2021-04-30,8480,737.76,434.176,,,123089,2021-01-14,it
1144424,2021-04-27,6892,606.496,389.398,50,132.3264,123099,2021-01-02,en
1144395,2021-04-11,1757,177.457,90.1341,,,123099,2021-01-02,en
1144639,2021-04-23,5401,621.115,257.6277,50,86.416,123109,2021-04-16,de
1144880,2021-04-18,3837,383.7,199.524,50,79.4259,123127,2020-11-08,ua
1145043,2021-04-24,7097,688.409,323.6232,50,129.1654,123139,2021-04-08,ua
1145353,2021-04-22,4476,505.788,266.322,,79.2252,123156,2021-04-12,ru
1145339,2021-04-19,6044,640.664,339.0684,100,128.7372,123156,2021-04-12,ru
1145387,2021-04-12,6009,486.729,264.396,50,112.9692,123157,2021-02-18,ua
1145764,2021-04-16,5276,564.532,265.9104,150,85.9988,123180,2021-04-05,se
1146008,2021-04-01,6366,579.306,273.1014,150,152.784,123190,2021-01-18,en
1146002,2021-04-06,4308,516.96,216.2616,100,77.1132,123190,2021-01-18,en
1145985,2021-04-03,5688,517.608,307.7208,150,,123190,2021-01-18,en
1146204,2021-04-02,2240,194.88,96.544,,49.28,123199,2020-11-28,de
1146197,2021-04-03,7117,576.477,365.8138,100,113.872,123199,2020-11-28,de
1146185,2021-04-11,2530,288.42,121.693,150,,123199,2020-11-28,de
1146319,2021-04-26,5472,481.536,220.5216,100,108.8928,123202,2021-04-14,se
1146307,2021-04-25,2307,200.709,127.3464,150,38.5269,123202,2021-04-14,se
1146305,2021-04-30,6579,710.532,312.5025,,137.5011,123202,2021-04-14,se
1146643,2021-04-29,2385,243.27,142.623,150,,123225,2021-03-04,en
1146793,2021-04-05,5510,600.59,232.522,,127.281,123235,2020-11-30,en
1146788,2021-04-20,6821,736.668,403.1211,150,152.7904,123235,2020-11-30,en
1146779,2021-04-06,4231,478.103,242.8594,150,70.2346,123235,2020-11-30,en
1146774,2021-04-08,5985,634.41,278.901,,125.0865,123235,2020-11-30,en
1146925,2021-04-09,2677,224.868,120.1973,,44.4382,123239,2021-03-08,en
1146910,2021-04-10,7623,815.661,452.0439,,125.7795,123239,2021-03-08,en
1147473,2021-04-15,2549,272.743,105.0188,,57.0976,123274,2021-03-24,ua
1147469,2021-04-02,4024,382.28,234.1968,,86.1136,123274,2021-03-24,ua
1147653,2021-04-29,5470,623.58,283.893,150,,123283,2020-11-15,en
1147942,2021-04-15,8219,879.433,378.074,,181.6399,123299,2020-12-20,ru
1148148,2021-04-25,7570,658.59,453.443,150,,123313,2020-12-23,en
1148133,2021-04-07,3054,335.94,171.3294,100,,123313,2020-12-23,en
1148120,2021-04-30,7930,848.51,381.433,,,123313,2020-12-23,en
1148398,2021-04-03,6109,568.137,366.54,100,150.2814,123332,2021-02-10,ua
1148393,2021-04-02,1818,178.164,74.9016,,42.5412,123332,2021-02-10,ua
1148371,2021-04-15,4240,496.08,216.664,150,92.856,123332,2021-02-10,ua
1148901,2021-04-05,6883,557.523,362.0458,,114.9461,123357,2020-11-03,ua
1149176,2021-04-22,4967,447.03,281.6289,100,114.241,123379,2020-12-23,en
1149233,2021-04-18,7589,766.489,450.0277,150,136.602,123380,2021-01-21,en
1149297,2021-04-24,1645,143.115,93.765,50,,123384,2021-01-03,en
1149277,2021-04-18,3416,406.504,150.6456,100,54.656,123384,2021-01-03,en
1149455,2021-04-13,7445,722.165,411.7085,150,,123396,2021-02-24,ua
1149496,2021-04-25,6752,803.488,373.3856,,141.792,123397,2020-12-12,ru
1149463,2021-04-27,2429,252.616,142.5823,50,,123397,2020-12-12,ru
1149887,2021-04-30,7067,727.901,423.3133,50,,123423,2021-02-17,ua
1149880,2021-04-11,4572,384.048,229.0572,,83.2104,123423,2021-02-17,ua
1149879,2021-04-04,5173,491.435,221.4044,150,99.3216,123423,2021-02-17,ua
1150087,2021-04-28,8181,850.824,415.5948,150,190.6173,123433,2021-02-26,en
1150075,2021-04-24,5905,513.735,336.585,150,125.7765,123433,2021-02-26,en
1150135,2021-04-29,8205,754.86,359.379,50,,123437,2020-10-13,se
1150187,2021-04-22,7587,713.178,394.524,50,151.74,123440,2021-03-05,ua
1150177,2021-04-15,5940,671.22,241.758,100,,123440,2021-03-05,ua
1150162,2021-04-24,6222,715.53,265.0572,50,110.1294,123440,2021-03-05,ua
1150265,2021-04-08,6810,776.34,335.733,50,108.279,123442,2020-11-25,de
1150251,2021-04-17,6469,582.21,360.3233,100,,123442,2020-11-25,de
1150244,2021-04-03,5562,450.522,298.1232,100,,123442,2020-11-25,de
1150236,2021-04-01,4552,427.888,240.8008,,86.0328,123442,2020-11-25,de
1150336,2021-04-23,6477,757.809,340.0425,150,148.3233,123445,2020-12-06,ua
1150331,2021-04-21,5049,494.802,293.3469,,93.9114,123445,2020-12-06,ua
1150316,2021-04-15,1574,166.844,83.5794,150,33.6836,123445,2020-12-06,ua
1150372,2021-04-26,7349,852.484,391.7017,,,123448,2021-02-10,en
1150366,2021-04-29,6399,537.516,379.4607,,152.9361,123448,2021-02-10,en
1150528,2021-04-03,2995,272.545,124.592,150,56.306,123456,2021-03-12,es
1150900,2021-04-10,6702,623.286,325.7172,150,167.55,123477,2020-10-16,it
1150896,2021-04-13,7023,667.185,355.3638,,136.2462,123477,2020-10-16,it
1150873,2021-04-23,5542,659.498,263.7992,,134.1164,123477,2020-10-16,it
1150868,2021-04-09,5296,609.04,219.784,150,98.5056,123477,2020-10-16,it
1151484,2021-04-06,6547,549.948,303.7808,100,136.8323,123517,2021-03-23,ru
1151533,2021-04-13,4962,565.668,290.7732,150,120.0804,123519,2020-12-05,it
1151523,2021-04-26,6051,532.488,272.9001,150,97.4211,123519,2020-12-05,it
1151512,2021-04-15,6459,561.933,357.1827,,160.8291,123519,2020-12-05,it
1151592,2021-04-23,4740,379.2,282.504,,98.592,123521,2021-02-03,en
1151586,2021-04-23,6531,640.038,354.6333,150,137.151,123521,2021-02-03,en
1151703,2021-04-15,5184,513.216,242.0928,150,,123529,2021-03-03,en
1151700,2021-04-06,7636,725.42,355.074,,177.9188,123529,2021-03-03,en
1151755,2021-04-02,3380,371.8,139.932,150,81.12,123532,2021-02-27,de
1151752,2021-04-21,4901,544.011,273.9659,100,,123532,2021-02-27,de
1151797,2021-04-07,5652,616.068,338.5548,,88.1712,123533,2021-02-02,ua
1152477,2021-04-01,5223,423.063,214.6653,50,118.0398,123573,2020-09-27,en
1152460,2021-04-14,7291,678.063,360.9045,,152.3819,123573,2020-09-27,en
1152493,2021-04-28,5869,487.127,291.6893,100,96.8385,123575,2021-02-26,ua
1153492,2021-04-23,1872,155.376,111.7584,50,35.9424,123632,2021-01-29,no
1153484,2021-04-11,3238,378.846,182.2994,50,,123632,2021-01-29,no
1153757,2021-04-10,4512,437.664,240.9408,100,84.3744,123649,2020-10-02,de
1153840,2021-04-24,3897,397.494,185.4972,100,,123654,2021-04-20,fr
1154052,2021-04-30,4131,487.458,177.2199,,,123666,2021-01-22,en
1154126,2021-04-28,7269,777.783,302.3904,100,167.9139,123670,2021-02-23,no
1154428,2021-04-13,7875,874.125,433.9125,,,123691,2020-10-29,en
1154476,2021-04-05,1643,138.012,85.7646,,,123692,2020-12-29,en
1154515,2021-04-06,6173,574.089,305.5635,,151.8558,123695,2021-04-04,en
1154499,2021-04-26,5861,574.378,307.7025,100,139.4918,123695,2021-04-04,en
1154790,2021-04-23,7290,816.48,358.668,150,,123712,2020-12-29,en
1154778,2021-04-18,7918,815.554,383.2312,50,,123712,2020-12-29,en
1154767,2021-04-26,2024,232.76,86.02,50,37.6464,123712,2020-12-29,en
1154836,2021-04-04,7344,638.928,323.136,100,148.3488,123717,2021-01-30,en
1154992,2021-04-09,3721,301.401,192.3757,100,91.1645,123724,2021-03-02,en
1154980,2021-04-19,3379,310.868,198.3473,50,64.5389,123724,2021-03-02,en
1155047,2021-04-19,8274,885.318,450.1056,50,,123728,2021-03-17,de
1155557,2021-04-23,5266,473.94,238.0232,150,108.4796,123757,2020-12-26,en
1155553,2021-04-11,4607,446.879,234.957,100,,123757,2020-12-26,en
